four||A1|||https://www.englishprofile.org/british-english/words/detail/2366
fourteen||A1|||https://www.englishprofile.org/british-english/words/detail/2367
fifth||A2|||https://www.englishprofile.org/british-english/words/detail/2225
fifty||A2|||https://www.englishprofile.org/british-english/words/detail/2226
forty|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/2359
fourth||A2|||https://www.englishprofile.org/british-english/words/detail/2368
hundred|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/2814
if|DEPENDING|A2|||https://www.englishprofile.org/british-english/words/detail/2854
if|ALWAYS|B1|||https://www.englishprofile.org/british-english/words/detail/2854
if|MIGHT|B1|||https://www.englishprofile.org/british-english/words/detail/2854
if|WHETHER|B1|||https://www.englishprofile.org/british-english/words/detail/2854
if|WOULD/MIGHT/COULD HAVE|B2|||https://www.englishprofile.org/british-english/words/detail/2854
however||C2|||https://www.englishprofile.org/british-english/words/detail/2799
million|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/3625
like||B1|||https://www.englishprofile.org/british-english/words/detail/3381
or|POSSIBILITIES|A1||communication|https://www.englishprofile.org/british-english/words/detail/4007
or|NOT EITHER|A2||communication|https://www.englishprofile.org/british-english/words/detail/4007
or|WARNING|B1||communication|https://www.englishprofile.org/british-english/words/detail/4007
or|CHANGE|B2||communication|https://www.englishprofile.org/british-english/words/detail/4007
only||C2||communication|https://www.englishprofile.org/british-english/words/detail/3982
nine||A1|||https://www.englishprofile.org/british-english/words/detail/3847
nineteen||A1|||https://www.englishprofile.org/british-english/words/detail/3848
one||A1|||https://www.englishprofile.org/british-english/words/detail/3977
ninety|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/3849
ninth||A2|||https://www.englishprofile.org/british-english/words/detail/3850
now||B2|||https://www.englishprofile.org/british-english/words/detail/3899
once||B2|||https://www.englishprofile.org/british-english/words/detail/3976
or|REASON|C1|||https://www.englishprofile.org/british-english/words/detail/4007
provided (that)||B2||communication|https://www.englishprofile.org/british-english/words/detail/4565
second|ANOTHER|B1||describing things|https://www.englishprofile.org/british-english/words/detail/5148
politically||C1|||https://www.englishprofile.org/british-english/words/detail/4338
second|AFTER FIRST|A1|||https://www.englishprofile.org/british-english/words/detail/5148
plus||B1|||https://www.englishprofile.org/british-english/words/detail/4313
second|ONLY ONE BETTER/BIGGER, ETC.|B1|||https://www.englishprofile.org/british-english/words/detail/5148
seventy||A2|||https://www.englishprofile.org/british-english/words/detail/5238
so|SENTENCE BEGINNING|A2||communication|https://www.englishprofile.org/british-english/words/detail/5441
seven||A1|||https://www.englishprofile.org/british-english/words/detail/5235
seventeen||A1|||https://www.englishprofile.org/british-english/words/detail/5236
six||A1|||https://www.englishprofile.org/british-english/words/detail/5370
sixteen||A1|||https://www.englishprofile.org/british-english/words/detail/5371
ten||A1|||https://www.englishprofile.org/british-english/words/detail/5934
thirteen||A1|||https://www.englishprofile.org/british-english/words/detail/6007
three||A1|||https://www.englishprofile.org/british-english/words/detail/6022
to|INFINITIVE|A1|||https://www.englishprofile.org/british-english/words/detail/6068
seventh||A2|||https://www.englishprofile.org/british-english/words/detail/5237
sixth||A2|||https://www.englishprofile.org/british-english/words/detail/5372
sixty||A2|||https://www.englishprofile.org/british-english/words/detail/5373
so|REASON|A2|||https://www.englishprofile.org/british-english/words/detail/5441
that||A2|||https://www.englishprofile.org/british-english/words/detail/5972
third||A2|||https://www.englishprofile.org/british-english/words/detail/6003
thirty||A2|||https://www.englishprofile.org/british-english/words/detail/6008
thousand|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/6018
to|REASON|A2|||https://www.englishprofile.org/british-english/words/detail/6068
to|INSTEAD OF VERB|A2|||https://www.englishprofile.org/british-english/words/detail/6068
since|TIME|B1|||https://www.englishprofile.org/british-english/words/detail/5350
since|BECAUSE|B1|||https://www.englishprofile.org/british-english/words/detail/5350
though|DESPITE|B1|||https://www.englishprofile.org/british-english/words/detail/6013
till||B1|||https://www.englishprofile.org/british-english/words/detail/6050
though|BUT|B2|||https://www.englishprofile.org/british-english/words/detail/6013
zero|NUMBER|A2|||https://www.englishprofile.org/british-english/words/detail/6775
while|ALTHOUGH|B2||communication|https://www.englishprofile.org/british-english/words/detail/6639
while|COMPARING|B1||communication|https://www.englishprofile.org/british-english/words/detail/6639
whereas||B2||communication|https://www.englishprofile.org/british-english/words/detail/6633
zero|TEMPERATURE|B1||natural world|https://www.englishprofile.org/british-english/words/detail/6775
twelve||A1|||https://www.englishprofile.org/british-english/words/detail/6223
twenty|NUMBER|A1|||https://www.englishprofile.org/british-english/words/detail/6224
two|NUMBER|A1|||https://www.englishprofile.org/british-english/words/detail/6229
when|AT WHAT TIME|A2|||https://www.englishprofile.org/british-english/words/detail/6629
where|POSITION|A2|||https://www.englishprofile.org/british-english/words/detail/6631
while|DURING|A2|||https://www.englishprofile.org/british-english/words/detail/6639
unless||B1|||https://www.englishprofile.org/british-english/words/detail/6341
until|TIME|B1|||https://www.englishprofile.org/british-english/words/detail/6383
until|DIRECTIONS|B1|||https://www.englishprofile.org/british-english/words/detail/6383
whenever|EVERY TIME|B1|||https://www.englishprofile.org/british-english/words/detail/6630
wherever|EVERY PLACE|B1|||https://www.englishprofile.org/british-english/words/detail/6635
whether|IF|B1|||https://www.englishprofile.org/british-english/words/detail/6636
yet||B1|||https://www.englishprofile.org/british-english/words/detail/6763
when|ALTHOUGH|B2|||https://www.englishprofile.org/british-english/words/detail/6629
where|PROCESS/ACTIVITY|B2|||https://www.englishprofile.org/british-english/words/detail/6631
caution||C2|verb|communication|https://www.englishprofile.org/british-english/words/detail/819
advertisement||A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/112
assert||C1|verb|communication|https://www.englishprofile.org/british-english/words/detail/343
address|SPEAK|C2|verb|communication|https://www.englishprofile.org/british-english/words/detail/83
cash|MONEY|B1|noun|money|https://www.englishprofile.org/british-english/words/detail/801
acquire|GET|B2|verb|people: actions|https://www.englishprofile.org/british-english/words/detail/61
click|PEOPLE|C2|verb|relationships|https://www.englishprofile.org/british-english/words/detail/955
bike|MOTORCYCLE|B1|noun|travel|https://www.englishprofile.org/british-english/words/detail/537
clarification||C1|noun||https://www.englishprofile.org/british-english/words/detail/936
acknowledge|SAY RECEIVED|C1|verb||https://www.englishprofile.org/british-english/words/detail/59
aid||C1|verb||https://www.englishprofile.org/british-english/words/detail/146
applaud|PRAISE|C2|verb||https://www.englishprofile.org/british-english/words/detail/281
cease||B2|verb||https://www.englishprofile.org/british-english/words/detail/825
carrot|REWARD|C2|noun||https://www.englishprofile.org/british-english/words/detail/796
character|PERSON|C2|noun||https://www.englishprofile.org/british-english/words/detail/863
ages||B1|noun||https://www.englishprofile.org/british-english/words/detail/137
bunch|PEOPLE|B1|noun||https://www.englishprofile.org/british-english/words/detail/698
click|IDEA|C2|verb||https://www.englishprofile.org/british-english/words/detail/955
birth|BEGINNING|C1|noun||https://www.englishprofile.org/british-english/words/detail/548
approval|PERMISSION|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/294
chemical||B2|noun|natural world|https://www.englishprofile.org/british-english/words/detail/891
appearance|IN PUBLIC|B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/279
assurance|PROMISE|C1|noun|communication|https://www.englishprofile.org/british-english/words/detail/357
allowance|MONEY|C1|noun|money|https://www.englishprofile.org/british-english/words/detail/174
assistance||B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/351
appearance|WAY YOU LOOK|B1|noun|people: appearance|https://www.englishprofile.org/british-english/words/detail/279
assurance|CONFIDENCE|C2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/357
appearance|BECOMING AVAILABLE|B2|noun|shopping|https://www.englishprofile.org/british-english/words/detail/279
assistant|LESS IMPORTANT JOB|B1|noun|work|https://www.englishprofile.org/british-english/words/detail/352
coherence|CLEAR|C2|noun|communication|https://www.englishprofile.org/british-english/words/detail/993
bestseller||B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/525
beginner||A2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/502
CD player||A1|noun|technology|https://www.englishprofile.org/british-english/words/detail/823
browser||B2|noun|technology|https://www.englishprofile.org/british-english/words/detail/678
backpacker||B1|noun|travel|https://www.englishprofile.org/british-english/words/detail/419
bumper||B2|noun|travel|https://www.englishprofile.org/british-english/words/detail/696
cleaner|PERSON|A2|noun|work|https://www.englishprofile.org/british-english/words/detail/949
babysitter||B1|noun|work|https://www.englishprofile.org/british-english/words/detail/413
barber||B1|noun|work|https://www.englishprofile.org/british-english/words/detail/456
builder||B1|noun|work|https://www.englishprofile.org/british-english/words/detail/687
adviser||C1|noun|work|https://www.englishprofile.org/british-english/words/detail/116
classic||B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/941
characteristic||B2|noun|describing things|https://www.englishprofile.org/british-english/words/detail/864
clothing||B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/973
catering||B2|noun|food and drink|https://www.englishprofile.org/british-english/words/detail/815
central heating||B1|noun|homes and buildings|https://www.englishprofile.org/british-english/words/detail/838
boxing||B1|noun|shopping|https://www.englishprofile.org/british-english/words/detail/623
camping||A2|noun|travel|https://www.englishprofile.org/british-english/words/detail/750
backpacking||B1|noun|travel|https://www.englishprofile.org/british-english/words/detail/420
booking||B1|noun|travel|https://www.englishprofile.org/british-english/words/detail/598
animation||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/237
allegation||C1|noun|communication|https://www.englishprofile.org/british-english/words/detail/165
addition|NUMBERS/AMOUNTS|B2|noun|describing things|https://www.englishprofile.org/british-english/words/detail/80
admission|PERMISSION|B2|noun|education|https://www.englishprofile.org/british-english/words/detail/95
admission|MONEY|B1|noun|money|https://www.englishprofile.org/british-english/words/detail/95
action|ACTIVITY|B1|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/65
collection|TAKING AWAY|B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/1007
action|DO|B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/65
calculation||B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/739
admiration||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/93
ambition|STRONG FEELING|B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/205
appreciation||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/290
affection||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/121
attraction|FEELING|C2|noun|relationships|https://www.englishprofile.org/british-english/words/detail/381
celebration||B1|noun|relationships|https://www.englishprofile.org/british-english/words/detail/828
adoption||B2|noun|relationships|https://www.englishprofile.org/british-english/words/detail/101
application|COMPUTER SOFTWARE|B2|noun|technology|https://www.englishprofile.org/british-english/words/detail/285
capitalism||C2|noun|politics|https://www.englishprofile.org/british-english/words/detail/769
archaeologist||C1|noun|work|https://www.englishprofile.org/british-english/words/detail/301
clarity||C2|noun|communication|https://www.englishprofile.org/british-english/words/detail/938
capacity|AMOUNT|B2|noun|describing things|https://www.englishprofile.org/british-english/words/detail/767
capacity|ABILITY|B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/767
capacity|JOB|C1|noun|work|https://www.englishprofile.org/british-english/words/detail/767
activity|WORK|B2|noun|work|https://www.englishprofile.org/british-english/words/detail/68
argument|DISAGREEMENT|B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/307
agreement|DECISION|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/143
argument|REASON|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/307
agreement|SAME OPINION|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/143
arrangement|AGREEMENT|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/317
achievement||B1|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/57
adjustment||B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/89
assessment||B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/346
amazement||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/199
amusement|FEELING|B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/217
astonishment||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/361
attachment|COMPUTING|B2|noun|technology|https://www.englishprofile.org/british-english/words/detail/371
appointment|JOB|C2|noun|work|https://www.englishprofile.org/british-english/words/detail/288
blindness|NOT SEEING|C1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/567
carelessness||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/789
cheerfulness||C2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/887
coldness|CHARACTER|C2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/1000
collector||B2|noun|people: actions|https://www.englishprofile.org/british-english/words/detail/1008
ancestor||B2|noun|relationships|https://www.englishprofile.org/british-english/words/detail/226
championship||B1|noun|shopping|https://www.englishprofile.org/british-english/words/detail/853
bravery||B2|noun|people: personality|https://www.englishprofile.org/british-english/words/detail/637
addiction||B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/78
abortion||C1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/9
animal|NOT A HUMAN|A1|noun|animals|https://www.englishprofile.org/british-english/words/detail/235
bird||A1|noun|animals|https://www.englishprofile.org/british-english/words/detail/547
cat||A1|noun|animals|https://www.englishprofile.org/british-english/words/detail/809
baby|ANIMAL|A2|noun|animals|https://www.englishprofile.org/british-english/words/detail/411
bear||A2|noun|animals|https://www.englishprofile.org/british-english/words/detail/485
chicken|BIRD|A2|noun|animals|https://www.englishprofile.org/british-english/words/detail/901
ant||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/251
bat|ANIMAL|B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/474
bee||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/496
bug|INSECT|B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/685
bull||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/692
butterfly||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/723
cage||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/736
calf|ANIMAL|B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/742
camel||B1|noun|animals|https://www.englishprofile.org/british-english/words/detail/746
breed||B2|noun|animals|https://www.englishprofile.org/british-english/words/detail/649
cell|ORGANISM|B2|noun|animals|https://www.englishprofile.org/british-english/words/detail/830
collar|ON AN ANIMAL|B2|noun|animals|https://www.englishprofile.org/british-english/words/detail/1004
beak||C1|noun|animals|https://www.englishprofile.org/british-english/words/detail/482
bark|DOG|B2|verb|animals|https://www.englishprofile.org/british-english/words/detail/460
breed|KEEP ANIMALS|B2|verb|animals|https://www.englishprofile.org/british-english/words/detail/649
book|FOR READING|A1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/596
camera||A1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/747
album|MUSIC|A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/158
cartoon|FILM|A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/798
cartoon|DRAWING|A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/798
channel|TV|A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/858
clown||A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/976
act|THEATRE|B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/64
ad||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/72
advert||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/110
article|NEWSPAPER|B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/324
biography||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/544
chapter||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/862
character|IN A STORY|B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/863
chat show||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/874
circus||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/928
beat|MUSIC|B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/487
cello||B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/832
column|PRINTING|B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/1014
bow|MUSIC|C2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/620
art|PAINTINGS/DRAWINGS, ETC.|A2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/323
cable|TELEVISION/TELEPHONE|B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/734
cinema|ART|C1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/922
brass|MUSIC|C2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/634
ballet||B1|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/441
background|PICTURE|B2|noun|arts and media|https://www.englishprofile.org/british-english/words/detail/416
accompany|MUSIC|C2|verb|arts and media|https://www.englishprofile.org/british-english/words/detail/39
act|PERFORM|B1|verb|arts and media|https://www.englishprofile.org/british-english/words/detail/64
advertise|TRY TO SELL|B1|verb|arts and media|https://www.englishprofile.org/british-english/words/detail/111
broadcast||B2|verb|arts and media|https://www.englishprofile.org/british-english/words/detail/666
arm|BODY|A1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/310
body|PERSON|A1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/584
accident|BAD EVENT|A2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/34
back|BODY|A2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/414
brain|IN HEAD|A2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/629
cold|ILLNESS|A2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/999
ache||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/55
ankle||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/238
body|NOT ARMS/LEGS|B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/584
bottom|BODY PART|B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/616
breast||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/645
cheek||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/882
chin||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/910
beat|REGULAR SOUND|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/487
bite|INJURY|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/552
breakdown|ILLNESS|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/642
bruise||B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/679
bug|ILLNESS|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/685
chest|BODY|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/897
antibiotic||C2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/252
blister||C2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/569
calf|LEG|C2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/742
case|ILLNESS|C2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/800
blood|RED LIQUID|A2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/574
breath|AIR|B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/646
care|PROTECTION|B2|noun|body and health|https://www.englishprofile.org/british-english/words/detail/782
cholesterol||C1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/915
aspirin||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/338
backache||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/415
bandage||B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/446
birth|BABY|B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/548
bone|IN BODY|B1|noun|body and health|https://www.englishprofile.org/british-english/words/detail/594
beat|HEART|B1|verb|body and health|https://www.englishprofile.org/british-english/words/detail/487
bleed||B1|verb|body and health|https://www.englishprofile.org/british-english/words/detail/564
ache||B2|verb|body and health|https://www.englishprofile.org/british-english/words/detail/55
catch|ILLNESS|A2|verb|body and health|https://www.englishprofile.org/british-english/words/detail/812
burn|HURT BODY|B1|verb|body and health|https://www.englishprofile.org/british-english/words/detail/707
bump|HURT|B2|verb|body and health|https://www.englishprofile.org/british-english/words/detail/695
carry|DISEASE|C1|verb|body and health|https://www.englishprofile.org/british-english/words/detail/797
attack|DISEASE|C2|verb|body and health|https://www.englishprofile.org/british-english/words/detail/372
breathe||B1|verb|body and health|https://www.englishprofile.org/british-english/words/detail/647
coat||A1|noun|clothes|https://www.englishprofile.org/british-english/words/detail/988
belt|CLOTHING|A2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/515
boot|SHOE|A2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/604
cap||A2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/764
bracelet||B1|noun|clothes|https://www.englishprofile.org/british-english/words/detail/627
button|ON CLOTHING|B1|noun|clothes|https://www.englishprofile.org/british-english/words/detail/724
collar|PART OF CLOTHES|B1|noun|clothes|https://www.englishprofile.org/british-english/words/detail/1004
badge||B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/427
bikini||B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/538
bow|KNOT|B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/620
bra||B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/626
cardigan||B2|noun|clothes|https://www.englishprofile.org/british-english/words/detail/781
answer|REACTION|A1|noun|communication|https://www.englishprofile.org/british-english/words/detail/250
capital letter||A2|noun|communication|https://www.englishprofile.org/british-english/words/detail/771
card|GREETINGS|A2|noun|communication|https://www.englishprofile.org/british-english/words/detail/779
accent|PRONUNCIATION|B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/26
alarm|WARNING|B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/154
alphabet||B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/182
brochure||B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/671
call|SHOUT|B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/743
card|INFORMATION|B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/779
certificate||B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/846
accent|MARK|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/26
account|REPORT|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/44
apostrophe||B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/273
arrow|SYMBOL|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/322
ban||B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/443
booklet||B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/599
chart|DRAWING|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/871
colon||B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/1011
appeal|REQUEST|C1|noun|communication|https://www.englishprofile.org/british-english/words/detail/277
character|WRITING|C1|noun|communication|https://www.englishprofile.org/british-english/words/detail/863
claim|STATEMENT|C1|noun|communication|https://www.englishprofile.org/british-english/words/detail/934
channel|COMMUNICATION|C2|noun|communication|https://www.englishprofile.org/british-english/words/detail/858
cliché||C2|noun|communication|https://www.englishprofile.org/british-english/words/detail/953
advice||A2|noun|communication|https://www.englishprofile.org/british-english/words/detail/114
blame||B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/559
chat||A2|noun|communication|https://www.englishprofile.org/british-english/words/detail/873
apology||B1|noun|communication|https://www.englishprofile.org/british-english/words/detail/272
code|SECRET MESSAGE|B2|noun|communication|https://www.englishprofile.org/british-english/words/detail/991
attack|CRITICISM|C2|noun|communication|https://www.englishprofile.org/british-english/words/detail/372
answer|DOOR/TELEPHONE|A2|noun|communication|https://www.englishprofile.org/british-english/words/detail/250
chat|TALK|A2|verb|communication|https://www.englishprofile.org/british-english/words/detail/873
apologise||B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/271
argue|DISAGREE|B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/306
check|ASK|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/878
cheer||B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/884
appeal|REQUEST|C1|verb|communication|https://www.englishprofile.org/british-english/words/detail/277
ask|INVITE|A2|verb|communication|https://www.englishprofile.org/british-english/words/detail/333
add|SAY MORE|B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/75
announce||B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/240
approve|AGREE|B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/295
blame|RESPONSIBLE|B1|verb|communication|https://www.englishprofile.org/british-english/words/detail/559
amuse|MAKE LAUGH|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/215
assume||B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/355
assure|SAY WITH CERTAINTY|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/358
call|DESCRIBE|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/743
capture|DESCRIBE|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/773
challenge||B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/849
claim|SAY|B2|verb|communication|https://www.englishprofile.org/british-english/words/detail/934
attack|CRITICIZE|C1|verb|communication|https://www.englishprofile.org/british-english/words/detail/372
clarify||C1|verb|communication|https://www.englishprofile.org/british-english/words/detail/937
allege||C2|verb|communication|https://www.englishprofile.org/british-english/words/detail/166
answer|REACT|A1|verb|communication|https://www.englishprofile.org/british-english/words/detail/250
